"","pid","sku_size"
"1","b9c74f687ca55f2","1"
"2","b9c74f687ca55f2","2"
"3","b9c74f687ca55f2","3"
"4","b9c74f687ca55f2","4"
"5","b9c74f687ca55f2","1"
"6","db4e11720013c7e","2"
"7","db4e11720013c7e","4"
"8","db4e11720013c7e","1"
"9","db4e11720013c7e","5"
"10","db4e11720013c7e","3"
"11","db4e11720013c7e","1"
"12","24300ea1d6f9af3","2"
"13","24300ea1d6f9af3","1"
"14","24300ea1d6f9af3","1"
"15","24300ea1d6f9af3","5"
"16","24300ea1d6f9af3","3"
"17","24300ea1d6f9af3","4"
"18","c9d612b1b2b30bf","1"
"19","c9d612b1b2b30bf","4"
"20","c9d612b1b2b30bf","3"
"21","c9d612b1b2b30bf","2"
"22","c9d612b1b2b30bf","5"
"23","c9d612b1b2b30bf","1"
"24","278bdb301992163","3"
"25","278bdb301992163","5"
"26","278bdb301992163","1"
"27","278bdb301992163","0"
"28","278bdb301992163","2"
"29","278bdb301992163","1"
"30","09e4ab948b2ecd7","5"
"31","09e4ab948b2ecd7","4"
"32","09e4ab948b2ecd7","3"
"33","09e4ab948b2ecd7","2"
"34","09e4ab948b2ecd7","1"
"35","09e4ab948b2ecd7","1"
"36","8e70c9fcc48ac59","1"
"37","8e70c9fcc48ac59","5"
"38","8e70c9fcc48ac59","2"
"39","8e70c9fcc48ac59","3"
"40","8e70c9fcc48ac59","1"
"41","8e70c9fcc48ac59","4"
"42","79241674b7c7fae","1"
"43","79241674b7c7fae","2"
"44","79241674b7c7fae","5"
"45","79241674b7c7fae","1"
"46","79241674b7c7fae","4"
"47","79241674b7c7fae","3"
"48","a047a106fff922d","1"
"49","a047a106fff922d","2"
"50","a047a106fff922d","1"
"51","a047a106fff922d","4"
"52","a047a106fff922d","3"
"53","9620c119166831d","3"
"54","9620c119166831d","2"
"55","9620c119166831d","1"
"56","9620c119166831d","5"
"57","9620c119166831d","4"
"58","af0871bbf60844f","4"
"59","af0871bbf60844f","3"
"60","af0871bbf60844f","2"
"61","af0871bbf60844f","1"
"62","af0871bbf60844f","1"
"63","c7673fcaa455564","4"
"64","c7673fcaa455564","1"
"65","c7673fcaa455564","2"
"66","c7673fcaa455564","5"
"67","c7673fcaa455564","3"
"68","c7673fcaa455564","1"
"69","de5e72b08640d89","2"
"70","de5e72b08640d89","1"
"71","de5e72b08640d89","3"
"72","de5e72b08640d89","5"
"73","de5e72b08640d89","4"
"74","f58f0db0712bb5a","3"
"75","f58f0db0712bb5a","1"
"76","f58f0db0712bb5a","4"
"77","f58f0db0712bb5a","1"
"78","f58f0db0712bb5a","2"
"79","fe056fb5980d062","1"
"80","fe056fb5980d062","1"
"81","a6b6cc8b44ea59e","4"
"82","a6b6cc8b44ea59e","2"
"83","a6b6cc8b44ea59e","1"
"84","a6b6cc8b44ea59e","3"
"85","a6b6cc8b44ea59e","1"
"86","11be2285775224a","3"
"87","11be2285775224a","4"
"88","11be2285775224a","0"
"89","11be2285775224a","2"
"90","11be2285775224a","5"
"91","c21a57fb04cbb4d","4"
"92","c21a57fb04cbb4d","3"
"93","c21a57fb04cbb4d","2"
"94","c21a57fb04cbb4d","1"
"95","c21a57fb04cbb4d","5"
"96","c2e8bace0c00062","4"
"97","c2e8bace0c00062","1"
"98","c2e8bace0c00062","3"
"99","c2e8bace0c00062","2"
"100","b2b7a336b4c30dc","5"
"101","b2b7a336b4c30dc","3"
"102","b2b7a336b4c30dc","2"
"103","b2b7a336b4c30dc","3"
"104","b2b7a336b4c30dc","4"
"105","b2b7a336b4c30dc","2"
"106","b2b7a336b4c30dc","1"
"107","b2b7a336b4c30dc","4"
"108","ca1729ebea59543","2"
"109","ca1729ebea59543","1"
"110","ca1729ebea59543","5"
"111","ca1729ebea59543","4"
"112","ca1729ebea59543","3"
"113","e80ce59e08998c1","2"
"114","00dfc6bda5ae62b","2"
"115","76e7cd17e512c4b","5"
"116","76e7cd17e512c4b","3"
"117","76e7cd17e512c4b","5"
"118","76e7cd17e512c4b","5"
"119","76e7cd17e512c4b","1"
"120","76e7cd17e512c4b","1"
"121","76e7cd17e512c4b","1"
"122","76e7cd17e512c4b","4"
"123","76e7cd17e512c4b","2"
"124","76e7cd17e512c4b","3"
"125","76e7cd17e512c4b","4"
"126","76e7cd17e512c4b","2"
"127","030629a82e498a2","5"
"128","030629a82e498a2","4"
"129","030629a82e498a2","1"
"130","030629a82e498a2","2"
"131","030629a82e498a2","1"
"132","030629a82e498a2","3"
"133","4b27fae779e1fdd","3"
"134","4b27fae779e1fdd","4"
"135","4b27fae779e1fdd","1"
"136","4b27fae779e1fdd","1"
"137","4b27fae779e1fdd","5"
"138","4b27fae779e1fdd","2"
"139","6a66e600b2e95ab","1"
"140","6a66e600b2e95ab","1"
"141","6a66e600b2e95ab","2"
"142","6a66e600b2e95ab","4"
"143","6a66e600b2e95ab","5"
"144","6a66e600b2e95ab","3"
"145","971d77f081c61e8","1"
"146","971d77f081c61e8","4"
"147","971d77f081c61e8","3"
"148","971d77f081c61e8","5"
"149","971d77f081c61e8","1"
"150","971d77f081c61e8","2"
"151","4f06c12b79f714a","2"
"152","4f06c12b79f714a","1"
"153","4f06c12b79f714a","1"
"154","4f06c12b79f714a","5"
"155","4f06c12b79f714a","3"
"156","4f06c12b79f714a","4"
"157","987711ff29484f3","5"
"158","987711ff29484f3","4"
"159","987711ff29484f3","2"
"160","987711ff29484f3","3"
"161","987711ff29484f3","1"
"162","987711ff29484f3","1"
"163","744b77ae7c7cd89","4"
"164","744b77ae7c7cd89","2"
"165","744b77ae7c7cd89","2"
"166","744b77ae7c7cd89","3"
"167","744b77ae7c7cd89","4"
"168","744b77ae7c7cd89","5"
"169","744b77ae7c7cd89","3"
"170","744b77ae7c7cd89","1"
"171","93d4f64651288e9","1"
"172","93d4f64651288e9","4"
"173","93d4f64651288e9","2"
"174","93d4f64651288e9","3"
"175","93d4f64651288e9","4"
"176","93d4f64651288e9","2"
"177","93d4f64651288e9","3"
"178","93d4f64651288e9","5"
"179","ee14bc3996f16bf","3"
"180","ee14bc3996f16bf","4"
"181","ee14bc3996f16bf","5"
"182","ee14bc3996f16bf","3"
"183","ee14bc3996f16bf","2"
"184","ee14bc3996f16bf","2"
"185","ee14bc3996f16bf","1"
"186","ee14bc3996f16bf","4"
"187","07941da2f4549ca","4"
"188","07941da2f4549ca","2"
"189","07941da2f4549ca","2"
"190","07941da2f4549ca","3"
"191","07941da2f4549ca","3"
"192","07941da2f4549ca","1"
"193","07941da2f4549ca","4"
"194","07941da2f4549ca","5"
"195","995418f12b37a33","2"
"196","3e639b7f32b7feb","1"
"197","3e639b7f32b7feb","5"
"198","3e639b7f32b7feb","1"
"199","3e639b7f32b7feb","2"
"200","3e639b7f32b7feb","2"
"201","3e639b7f32b7feb","3"
"202","3e639b7f32b7feb","5"
"203","3e639b7f32b7feb","4"
"204","3e639b7f32b7feb","1"
"205","3e639b7f32b7feb","4"
"206","3e639b7f32b7feb","5"
"207","3e639b7f32b7feb","3"
"208","d62e35519f828d8","0"
"209","0f23a38d441dc68","0"
"210","b7457126b3c256d","0"
"211","e62cc1f320e035a","0"
"212","0c7ef5609c281da","0"
"213","e237bb80739bcda","0"
"214","186a4d80c5987b8","0"
"215","6a532b1582a258a","0"
"216","f6e1d6300833129","0"
"217","21986dbb500cb8d","3"
"218","21986dbb500cb8d","4"
"219","21986dbb500cb8d","5"
"220","21986dbb500cb8d","2"
"221","9fae8ea651a2300","2"
"222","9fae8ea651a2300","4"
"223","9fae8ea651a2300","3"
"224","9fae8ea651a2300","5"
"225","020bf9ac9f65ce1","3"
"226","020bf9ac9f65ce1","5"
"227","020bf9ac9f65ce1","5"
"228","020bf9ac9f65ce1","4"
"229","020bf9ac9f65ce1","1"
"230","020bf9ac9f65ce1","2"
"231","2e81f0cbeb90fb7","4"
"232","2e81f0cbeb90fb7","1"
"233","2e81f0cbeb90fb7","3"
"234","2e81f0cbeb90fb7","2"
"235","46bed41567958fc","2"
"236","46bed41567958fc","3"
"237","46bed41567958fc","4"
"238","46bed41567958fc","1"
"239","5590551bc16a924","2"
"240","5590551bc16a924","1"
"241","5590551bc16a924","3"
"242","5590551bc16a924","0"
"243","793fb03036e9d24","2"
"244","793fb03036e9d24","4"
"245","793fb03036e9d24","3"
"246","793fb03036e9d24","1"
"247","fcfd9292d39f0cc","1"
"248","fcfd9292d39f0cc","2"
"249","fcfd9292d39f0cc","3"
"250","fcfd9292d39f0cc","4"
"251","4cfa8f9f09f03ae","1"
"252","4cfa8f9f09f03ae","2"
"253","4cfa8f9f09f03ae","3"
"254","afcf51708aa2ab2","3"
"255","afcf51708aa2ab2","2"
"256","afcf51708aa2ab2","1"
"257","afcf51708aa2ab2","1"
"258","b4269f3544f7725","3"
"259","b4269f3544f7725","5"
"260","b4269f3544f7725","2"
"261","b4269f3544f7725","4"
"262","e98c3174388048e","3"
"263","e98c3174388048e","4"
"264","e98c3174388048e","2"
"265","e98c3174388048e","5"
"266","25471e2243470ae","4"
"267","25471e2243470ae","5"
"268","25471e2243470ae","3"
"269","25471e2243470ae","2"
"270","91e401ad630e1c3","5"
"271","91e401ad630e1c3","5"
"272","91e401ad630e1c3","4"
"273","91e401ad630e1c3","3"
"274","91e401ad630e1c3","2"
"275","8d8dc5982372bfa","1"
"276","8d8dc5982372bfa","2"
"277","8d8dc5982372bfa","3"
"278","8d8dc5982372bfa","5"
"279","8d8dc5982372bfa","4"
"280","8d8dc5982372bfa","5"
"281","4d3fd6c28c2672f","3"
"282","4d3fd6c28c2672f","5"
"283","4d3fd6c28c2672f","2"
"284","4d3fd6c28c2672f","4"
"285","4d3fd6c28c2672f","1"
"286","4d3fd6c28c2672f","5"
"287","01e12abb12390f3","5"
"288","01e12abb12390f3","5"
"289","01e12abb12390f3","3"
"290","01e12abb12390f3","1"
"291","01e12abb12390f3","4"
"292","01e12abb12390f3","2"
"293","cb4f52dfafd71cf","5"
"294","cb4f52dfafd71cf","1"
"295","cb4f52dfafd71cf","2"
"296","cb4f52dfafd71cf","5"
"297","cb4f52dfafd71cf","4"
"298","cb4f52dfafd71cf","3"
"299","d0629a89c007f1f","4"
"300","d0629a89c007f1f","3"
"301","d0629a89c007f1f","1"
"302","d0629a89c007f1f","2"
"303","2e22a2039860f33","4"
"304","2e22a2039860f33","1"
"305","2e22a2039860f33","2"
"306","2e22a2039860f33","3"
"307","2ec32b503be8cae","1"
"308","2ec32b503be8cae","3"
"309","2ec32b503be8cae","4"
"310","2ec32b503be8cae","2"
"311","8d3ba44b9c384f7","2"
"312","8d3ba44b9c384f7","3"
"313","8d3ba44b9c384f7","4"
"314","8d3ba44b9c384f7","1"
"315","1d63e7422dbb54b","2"
"316","1d63e7422dbb54b","4"
"317","1d63e7422dbb54b","1"
"318","1d63e7422dbb54b","3"
"319","c809740d5e257b1","4"
"320","c809740d5e257b1","1"
"321","c809740d5e257b1","3"
"322","c809740d5e257b1","2"
"323","26f20df14bc49a2","4"
"324","26f20df14bc49a2","3"
"325","26f20df14bc49a2","2"
"326","26f20df14bc49a2","1"
"327","354d4bfc967f860","3"
"328","354d4bfc967f860","2"
"329","354d4bfc967f860","4"
"330","354d4bfc967f860","1"
"331","354d4bfc967f860","5"
"332","becda2a0bc7fe2f","1"
"333","becda2a0bc7fe2f","4"
"334","becda2a0bc7fe2f","2"
"335","becda2a0bc7fe2f","3"
"336","becda2a0bc7fe2f","5"
"337","5d083897c597212","4"
"338","5d083897c597212","2"
"339","5d083897c597212","1"
"340","5d083897c597212","3"
"341","5d083897c597212","5"
"342","4bd52ad522108f5","2"
"343","4bd52ad522108f5","3"
"344","4bd52ad522108f5","1"
"345","4bd52ad522108f5","4"
"346","78f8b44594b4a38","4"
"347","78f8b44594b4a38","1"
"348","78f8b44594b4a38","3"
"349","78f8b44594b4a38","2"
"350","2ff3ae12049c532","2"
"351","2ff3ae12049c532","1"
"352","2ff3ae12049c532","4"
"353","2ff3ae12049c532","3"
"354","99dc90904a6f510","2"
"355","99dc90904a6f510","4"
"356","99dc90904a6f510","5"
"357","99dc90904a6f510","3"
"358","7436056b207e6bc","4"
"359","7436056b207e6bc","2"
"360","7436056b207e6bc","5"
"361","7436056b207e6bc","3"
"362","c1aa19586530fe4","5"
"363","c1aa19586530fe4","2"
"364","c1aa19586530fe4","3"
"365","c1aa19586530fe4","1"
"366","c1aa19586530fe4","4"
"367","c1aa19586530fe4","5"
"368","e38367b5cc2dda3","5"
"369","e38367b5cc2dda3","2"
"370","e38367b5cc2dda3","0"
"371","e38367b5cc2dda3","4"
"372","e38367b5cc2dda3","3"
"373","e38367b5cc2dda3","1"
"374","178e353a6330b05","5"
"375","178e353a6330b05","4"
"376","178e353a6330b05","3"
"377","178e353a6330b05","1"
"378","178e353a6330b05","2"
"379","9efd8c65cbbea13","5"
"380","9efd8c65cbbea13","2"
"381","9efd8c65cbbea13","3"
"382","9efd8c65cbbea13","1"
"383","9efd8c65cbbea13","4"
"384","73a5b9a6d697bab","3"
"385","73a5b9a6d697bab","0"
"386","73a5b9a6d697bab","2"
"387","73a5b9a6d697bab","4"
"388","9509b5bd47a1675","4"
"389","9509b5bd47a1675","2"
"390","9509b5bd47a1675","3"
"391","9509b5bd47a1675","5"
"392","c514935f8749520","2"
"393","c514935f8749520","1"
"394","c514935f8749520","1"
"395","c514935f8749520","4"
"396","c514935f8749520","3"
"397","b8ed4ee89d19943","1"
"398","b8ed4ee89d19943","4"
"399","b8ed4ee89d19943","3"
"400","b8ed4ee89d19943","1"
"401","b8ed4ee89d19943","2"
"402","35eb09cbf2d76c1","2"
"403","35eb09cbf2d76c1","1"
"404","35eb09cbf2d76c1","1"
"405","35eb09cbf2d76c1","4"
"406","35eb09cbf2d76c1","3"
"407","5a3d9e54a8a3bec","5"
"408","5a3d9e54a8a3bec","2"
"409","5a3d9e54a8a3bec","4"
"410","5a3d9e54a8a3bec","3"
"411","5a3d9e54a8a3bec","1"
"412","5a3d9e54a8a3bec","1"
"413","5149ead7dd74ec0","3"
"414","5149ead7dd74ec0","4"
"415","5149ead7dd74ec0","5"
"416","5149ead7dd74ec0","1"
"417","5149ead7dd74ec0","2"
"418","2c452c20fb54738","2"
"419","2c452c20fb54738","5"
"420","2c452c20fb54738","3"
"421","2c452c20fb54738","4"
"422","2c452c20fb54738","1"
"423","98156ee52641d75","3"
"424","98156ee52641d75","0"
"425","98156ee52641d75","1"
"426","98156ee52641d75","4"
"427","98156ee52641d75","5"
"428","98156ee52641d75","5"
"429","98156ee52641d75","5"
"430","e53a6d545d136c4","2"
"431","e53a6d545d136c4","4"
"432","e53a6d545d136c4","5"
"433","e53a6d545d136c4","1"
"434","e53a6d545d136c4","3"
"435","cf8b5dcfbfa21a0","4"
"436","cf8b5dcfbfa21a0","2"
"437","cf8b5dcfbfa21a0","5"
"438","cf8b5dcfbfa21a0","5"
"439","cf8b5dcfbfa21a0","3"
"440","9549f1f46f03bc9","5"
"441","9549f1f46f03bc9","1"
"442","9549f1f46f03bc9","3"
"443","9549f1f46f03bc9","2"
"444","9549f1f46f03bc9","5"
"445","9549f1f46f03bc9","4"
"446","4afbc0e4a63af43","5"
"447","4afbc0e4a63af43","5"
"448","4afbc0e4a63af43","3"
"449","4afbc0e4a63af43","5"
"450","4afbc0e4a63af43","4"
"451","4afbc0e4a63af43","2"
"452","a53d8823d93e383","3"
"453","a53d8823d93e383","2"
"454","a53d8823d93e383","1"
"455","a53d8823d93e383","4"
"456","b9ae5275c4133ce","4"
"457","b9ae5275c4133ce","3"
"458","b9ae5275c4133ce","2"
"459","b9ae5275c4133ce","1"
"460","a0c5c09552edbc4","3"
"461","a0c5c09552edbc4","4"
"462","a0c5c09552edbc4","2"
"463","cc40f7854979707","5"
"464","cc40f7854979707","1"
"465","cc40f7854979707","3"
"466","cc40f7854979707","4"
"467","cc40f7854979707","2"
"468","cc40f7854979707","5"
"469","762c8160e35aba3","5"
"470","762c8160e35aba3","2"
"471","762c8160e35aba3","4"
"472","762c8160e35aba3","5"
"473","762c8160e35aba3","1"
"474","762c8160e35aba3","3"
"475","7abbce740d90ecc","4"
"476","7abbce740d90ecc","3"
"477","7abbce740d90ecc","2"
"478","7abbce740d90ecc","5"
"479","7abbce740d90ecc","5"
"480","7abbce740d90ecc","1"
"481","3423dac66b767b3","2"
"482","3423dac66b767b3","5"
"483","3423dac66b767b3","3"
"484","3423dac66b767b3","4"
"485","3423dac66b767b3","5"
"486","42cbc28f6df131e","4"
"487","42cbc28f6df131e","5"
"488","42cbc28f6df131e","1"
"489","42cbc28f6df131e","2"
"490","42cbc28f6df131e","5"
"491","42cbc28f6df131e","3"
"492","64fa1054e164d56","3"
"493","64fa1054e164d56","2"
"494","64fa1054e164d56","5"
"495","64fa1054e164d56","4"
"496","64fa1054e164d56","5"
"497","64fa1054e164d56","1"
"498","b60e509212ee0cf","2"
"499","b60e509212ee0cf","3"
"500","b60e509212ee0cf","5"
"501","b60e509212ee0cf","5"
"502","b60e509212ee0cf","4"
"503","eb75b942aff6b09","3"
"504","eb75b942aff6b09","5"
"505","eb75b942aff6b09","2"
"506","eb75b942aff6b09","4"
"507","eb75b942aff6b09","5"
"508","aff2625c1f3e22f","4"
"509","aff2625c1f3e22f","5"
"510","aff2625c1f3e22f","2"
"511","aff2625c1f3e22f","5"
"512","aff2625c1f3e22f","3"
"513","61d7b1195560781","5"
"514","61d7b1195560781","4"
"515","61d7b1195560781","3"
"516","61d7b1195560781","2"
"517","6f8811c5e041e1d","3"
"518","6f8811c5e041e1d","5"
"519","6f8811c5e041e1d","2"
"520","6f8811c5e041e1d","4"
"521","846bbc96b18883a","5"
"522","846bbc96b18883a","5"
"523","846bbc96b18883a","2"
"524","846bbc96b18883a","4"
"525","846bbc96b18883a","3"
"526","608f41c8b7d4ae8","3"
"527","608f41c8b7d4ae8","2"
"528","608f41c8b7d4ae8","5"
"529","608f41c8b7d4ae8","5"
"530","608f41c8b7d4ae8","4"
"531","93dbc972b00b80c","2"
"532","93dbc972b00b80c","3"
"533","93dbc972b00b80c","4"
"534","93dbc972b00b80c","5"
"535","4e2bc41c7913ccc","5"
"536","4e2bc41c7913ccc","2"
"537","4e2bc41c7913ccc","4"
"538","4e2bc41c7913ccc","3"
"539","9e49a11d1cac9a3","3"
"540","9e49a11d1cac9a3","2"
"541","9e49a11d1cac9a3","0"
"542","16cc2bcb703b47b","5"
"543","16cc2bcb703b47b","2"
"544","16cc2bcb703b47b","3"
"545","16cc2bcb703b47b","4"
"546","3e74188768b7bb4","2"
"547","3e74188768b7bb4","4"
"548","3e74188768b7bb4","3"
"549","3e74188768b7bb4","5"
"550","348c0685ff42f12","4"
"551","348c0685ff42f12","2"
"552","348c0685ff42f12","3"
"553","348c0685ff42f12","1"
"554","036b26d7e94507d","4"
"555","036b26d7e94507d","5"
"556","036b26d7e94507d","2"
"557","036b26d7e94507d","3"
"558","d40edda1f535b0e","4"
"559","d40edda1f535b0e","2"
"560","d40edda1f535b0e","5"
"561","d40edda1f535b0e","3"
"562","e7975eec1146731","2"
"563","e7975eec1146731","3"
"564","e7975eec1146731","4"
"565","e7975eec1146731","5"
"566","cdb559524f84cf4","3"
"567","cdb559524f84cf4","2"
"568","cdb559524f84cf4","4"
"569","cdb559524f84cf4","1"
"570","00ff1e139d11d4a","2"
"571","00ff1e139d11d4a","3"
"572","00ff1e139d11d4a","1"
"573","0cc8b75669ee5d0","3"
"574","0cc8b75669ee5d0","4"
"575","0cc8b75669ee5d0","2"
"576","0cc8b75669ee5d0","1"
"577","4e2db7a0bba0eed","1"
"578","4e2db7a0bba0eed","3"
"579","4e2db7a0bba0eed","4"
"580","4e2db7a0bba0eed","2"
"581","1e4592e66dd330b","3"
"582","1e4592e66dd330b","2"
"583","1e4592e66dd330b","1"
"584","1e4592e66dd330b","4"
"585","32cfc14c8542c05","2"
"586","32cfc14c8542c05","1"
"587","32cfc14c8542c05","4"
"588","32cfc14c8542c05","3"
"589","bff9a0479618afe","1"
"590","bff9a0479618afe","4"
"591","bff9a0479618afe","2"
"592","bff9a0479618afe","3"
"593","dc3d9536ff7836b","4"
"594","dc3d9536ff7836b","3"
"595","dc3d9536ff7836b","1"
"596","dc3d9536ff7836b","2"
"597","99039681f9b7eed","4"
"598","99039681f9b7eed","5"
"599","99039681f9b7eed","2"
"600","99039681f9b7eed","3"
"601","bcabdf318bdf7af","4"
"602","bcabdf318bdf7af","2"
"603","bcabdf318bdf7af","3"
"604","bcabdf318bdf7af","5"
"605","bcabdf318bdf7af","5"
"606","4734f68ca362cf9","3"
"607","4734f68ca362cf9","4"
"608","4734f68ca362cf9","2"
"609","4734f68ca362cf9","5"
"610","d634a9acb026ec9","2"
"611","d634a9acb026ec9","4"
"612","d634a9acb026ec9","3"
"613","92f7b3a2675e300","4"
"614","92f7b3a2675e300","3"
"615","92f7b3a2675e300","2"
"616","1d006c5d822d8b8","3"
"617","1d006c5d822d8b8","2"
"618","1d006c5d822d8b8","4"
"619","e1e98751f1fd7c6","1"
"620","e1e98751f1fd7c6","2"
"621","e1e98751f1fd7c6","3"
"622","2e99d48ccc77894","3"
"623","2e99d48ccc77894","1"
"624","2e99d48ccc77894","2"
"625","8680f44578d9752","3"
"626","8680f44578d9752","4"
"627","8680f44578d9752","2"
"628","8680f44578d9752","1"
"629","8680f44578d9752","5"
"630","a13a5aefb1519bc","5"
"631","a13a5aefb1519bc","4"
"632","a13a5aefb1519bc","3"
"633","a13a5aefb1519bc","2"
"634","a13a5aefb1519bc","1"
"635","5cd38bb406067db","3"
"636","5cd38bb406067db","4"
"637","5cd38bb406067db","2"
"638","5cd38bb406067db","5"
"639","5cd38bb406067db","1"
"640","6fc7359de1c87c9","2"
"641","6fc7359de1c87c9","4"
"642","6fc7359de1c87c9","3"
"643","6fc7359de1c87c9","1"
"644","6fc7359de1c87c9","5"
"645","96eab1fe209addd","1"
"646","96eab1fe209addd","2"
"647","96eab1fe209addd","5"
"648","96eab1fe209addd","3"
"649","96eab1fe209addd","4"
"650","8aae7f648a2a101","2"
"651","8aae7f648a2a101","5"
"652","8aae7f648a2a101","1"
"653","8aae7f648a2a101","3"
"654","8aae7f648a2a101","4"
"655","79f5838f4f4ce58","2"
"656","79f5838f4f4ce58","3"
"657","79f5838f4f4ce58","4"
"658","79f5838f4f4ce58","1"
"659","09f3b8f3a039c58","4"
"660","09f3b8f3a039c58","2"
"661","09f3b8f3a039c58","5"
"662","09f3b8f3a039c58","3"
"663","47d01d537ff033a","4"
"664","47d01d537ff033a","2"
"665","47d01d537ff033a","5"
"666","47d01d537ff033a","3"
"667","26c2ccc9f1065e8","2"
"668","26c2ccc9f1065e8","3"
"669","26c2ccc9f1065e8","5"
"670","26c2ccc9f1065e8","4"
"671","88e380271ab2509","4"
"672","88e380271ab2509","2"
"673","88e380271ab2509","5"
"674","88e380271ab2509","3"
"675","93512738486315a","5"
"676","93512738486315a","3"
"677","93512738486315a","4"
"678","93512738486315a","2"
"679","4cba2e2bf8468af","4"
"680","4cba2e2bf8468af","2"
"681","4cba2e2bf8468af","3"
"682","3b072427b7aa8c5","3"
"683","cba614911b074ba","4"
"684","cba614911b074ba","5"
"685","cba614911b074ba","3"
"686","cba614911b074ba","5"
"687","90a7124eceda287","3"
"688","90a7124eceda287","5"
"689","90a7124eceda287","2"
"690","90a7124eceda287","4"
"691","90a7124eceda287","5"
"692","1ea46a676bd0eac","5"
"693","1ea46a676bd0eac","2"
"694","1ea46a676bd0eac","5"
"695","1ea46a676bd0eac","3"
"696","1ea46a676bd0eac","4"
"697","a7b0a6e60b82930","3"
"698","a7b0a6e60b82930","4"
"699","a7b0a6e60b82930","2"
"700","a7b0a6e60b82930","5"
"701","a7b0a6e60b82930","5"
"702","c28bab389e37186","4"
"703","c28bab389e37186","1"
"704","c28bab389e37186","5"
"705","c28bab389e37186","2"
"706","c28bab389e37186","3"
"707","eb48d3524c5b1b4","3"
"708","eb48d3524c5b1b4","4"
"709","0a1cd9d78fd7b84","5"
"710","0a1cd9d78fd7b84","2"
"711","0a1cd9d78fd7b84","4"
"712","0a1cd9d78fd7b84","5"
"713","0a1cd9d78fd7b84","3"
"714","3bf949bf5220d84","3"
"715","3bf949bf5220d84","2"
"716","3bf949bf5220d84","4"
"717","3bf949bf5220d84","1"
"718","3bf949bf5220d84","5"
"719","3bf949bf5220d84","5"
"720","68cbaee9242dc6c","2"
"721","68cbaee9242dc6c","1"
"722","68cbaee9242dc6c","3"
"723","68cbaee9242dc6c","4"
"724","68cbaee9242dc6c","1"
"725","9143634d1996bbe","1"
"726","9143634d1996bbe","4"
"727","9143634d1996bbe","2"
"728","9143634d1996bbe","3"
"729","11d6e07f4868894","4"
"730","11d6e07f4868894","3"
"731","11d6e07f4868894","2"
"732","11d6e07f4868894","1"
"733","11d6e07f4868894","1"
"734","7463f7bc9fe5a8d","1"
"735","7463f7bc9fe5a8d","2"
"736","7463f7bc9fe5a8d","3"
"737","7463f7bc9fe5a8d","4"
"738","063776849112026","3"
"739","063776849112026","5"
"740","063776849112026","4"
"741","063776849112026","2"
"742","be62a1478a064c4","5"
"743","be62a1478a064c4","4"
"744","be62a1478a064c4","2"
"745","be62a1478a064c4","3"
"746","1131829fac790e5","0"
"747","1131829fac790e5","3"
"748","1131829fac790e5","4"
"749","1131829fac790e5","1"
"750","92ed0cce5e4f65c","5"
"751","92ed0cce5e4f65c","4"
"752","92ed0cce5e4f65c","1"
"753","92ed0cce5e4f65c","2"
"754","92ed0cce5e4f65c","3"
"755","92ed0cce5e4f65c","5"
"756","c32ffdd319a0dfa","2"
"757","c32ffdd319a0dfa","3"
"758","c32ffdd319a0dfa","4"
"759","c32ffdd319a0dfa","5"
"760","c32ffdd319a0dfa","5"
"761","c32ffdd319a0dfa","1"
"762","4eca2fe68ea25bb","5"
"763","2882ac13dc09d0b","3"
"764","2882ac13dc09d0b","4"
"765","c631b1fa7965878","3"
"766","c631b1fa7965878","1"
"767","c631b1fa7965878","5"
"768","c631b1fa7965878","2"
"769","c631b1fa7965878","5"
"770","fc6669753d8a14f","2"
"771","fc6669753d8a14f","5"
"772","fc6669753d8a14f","1"
"773","fc6669753d8a14f","5"
"774","ad6031c4900dd05","4"
"775","73f495af4bf4e0b","4"
"776","6ae1779cf3db226","3"
"777","6ae1779cf3db226","2"
"778","ad3b78e38ab0e6a","3"
"779","ad3b78e38ab0e6a","4"
"780","ea4209934d94144","2"
"781","c09ca32dd2da315","5"
"782","b94b71d984a4446","0"
"783","b94b71d984a4446","5"
"784","f05f00fad03b7f3","2"
"785","f05f00fad03b7f3","4"
"786","3950bb78df01d99","5"
"787","3950bb78df01d99","5"
"788","3950bb78df01d99","5"
"789","3950bb78df01d99","3"
"790","3950bb78df01d99","2"
"791","3d07720e507dc02","2"
"792","3d07720e507dc02","4"
"793","3d07720e507dc02","3"
"794","3d07720e507dc02","5"
"795","32198b8799a85aa","4"
"796","32198b8799a85aa","2"
"797","32198b8799a85aa","3"
"798","f2ee25fa511c2d7","2"
"799","16b045faca43126","4"
"800","16b045faca43126","3"
"801","16b045faca43126","2"
"802","8b3329b2710f562","4"
"803","8b3329b2710f562","1"
"804","8b3329b2710f562","3"
"805","8b3329b2710f562","2"
"806","e9e44c12590d82f","2"
"807","e9e44c12590d82f","3"
"808","e9e44c12590d82f","4"
"809","e9e44c12590d82f","1"
"810","f89402b5d2233df","5"
"811","f89402b5d2233df","4"
"812","f89402b5d2233df","3"
"813","f89402b5d2233df","2"
"814","764e890698343c1","4"
"815","764e890698343c1","5"
"816","764e890698343c1","3"
"817","764e890698343c1","2"
"818","82e4be13d92da2e","5"
"819","82e4be13d92da2e","3"
"820","82e4be13d92da2e","2"
"821","82e4be13d92da2e","4"
